FACILITYID,Jurisdiction,Qcalcs,AVGDISCHARGE,QInscfs,AVGQadj,Q4calcs,QInscf,Qcont4calc2023,Qcont4calcPrior,Qcf2023,Qcfp2022,Qboth,Q4calcsall,JURISDICTI3,PERCENTAGE,area_acres,AREA,DischargePCF2,DischargePCF3,MonitoringYear,rain_gage,dry_days,AnnualCFb,AnnualCF
K01-12058-2 (K01P09),LAGUNA NIGUEL,0.0461,0.12576,0.073585686,0.0867744,0.073585686,6357.8032704,NA,NA,NA,NA,NA,6357.8032704,LAGUNA NIGUEL,97.02723437,303.05249515,294.0437147,6168.800679954533,6168.800679954533,MY2022-23,SULPHURCREEK,279,6168.800679954533,1721095.3897073145
K01-12058-2 (K01P09),LAGUNA NIGUEL,0.0461,0.12576,0.073585686,0.0867744,0.073585686,6357.8032704,NA,NA,NA,NA,NA,6357.8032704,SAN JUAN CAPISTRANO,2.9727657,303.05249515,9.009048593,189.00259489592943,189.00259489592943,MY2022-23,SULPHURCREEK,279,189.00259489592943,52731.72397596431
L01-618-5 (L01S09),SAN JUAN CAPISTRANO,NA,0.180631,0.6831641699999998,0.12463539,0.6831641699999998,59025.38428799999,NA,NA,NA,NA,NA,59025.38428799999,SAN JUAN CAPISTRANO,100,393.00595298,393.0063004,59025.38428799999,59025.38428799999,MY2022-23,PALISADES,267,59025.38428799999,15759777.604895996
L03-214-2 (L03P18),MISSION VIEJO,0.17025,0.596516,0.44837974333333336,0.41159604,0.44837974333333336,38740.009824,NA,0.4154220571388889,NA,35892.465736800004,37316.2377804,37316.2377804,MISSION VIEJO,95.45320027,1483.91003393,1416.440869,35619.54318175461,35619.54318175461,MY2022-23,ELTORO,275,35619.54318175461,9795374.37498252
L03-214-2 (L03P18),MISSION VIEJO,0.17025,0.596516,0.44837974333333336,0.41159604,0.44837974333333336,38740.009824,NA,0.4154220571388889,NA,35892.465736800004,37316.2377804,37316.2377804,RANCHO SANTA MARGARITA,4.546799732,1483.91003393,67.47047709,1696.69459939171,1696.69459939171,MY2022-23,ELTORO,275,1696.69459939171,466591.0148327202
J07-9109-4 (J07P02),MISSION VIEJO,0.014307692307692308,0.186781,0.043604076,0.12887889,0.043604076,3767.3921664,0.004,NA,345.59999999999997,NA,NA,345.59999999999997,LAKE FOREST,1.275132081,394.92574829,5.035829366,4.406856471935999,4.406856471935999,MY2022-23,ELTORO,275,4.406856471935999,1211.8855297823998
J07-9109-4 (J07P02),MISSION VIEJO,0.014307692307692308,0.186781,0.043604076,0.12887889,0.043604076,3767.3921664,0.004,NA,345.59999999999997,NA,NA,345.59999999999997,MISSION VIEJO,98.72486798,394.92574829,389.8902683,341.19314373887994,341.19314373887994,MY2022-23,ELTORO,275,341.19314373887994,93828.11452819199
L03-662-1,MISSION VIEJO,0.006,0.022101,0.006,0.015249689999999998,0.006,518.4,NA,NA,NA,NA,NA,518.4,MISSION VIEJO,100,86.29094428,86.2910206,518.4,518.4,MY2022-23,ELTORO,275,518.4,142560
K01-12177-1 (K01P07),LAGUNA NIGUEL,0.0644,0.254271,0.086,0.17544699,0.086,7430.4,NA,0.35064829731423613,NA,30296.012887950004,18863.206443975003,18863.206443975003,LAGUNA NIGUEL,100,512.43104875,512.4315018,18863.206443975003,18863.206443975003,MY2022-23,SULPHURCREEK,279,18863.206443975003,5262834.597869026
J01-9005-3,LAGUNA NIGUEL,0.017875000000000002,0.303774,NA,0.20960405999999998,0.017875000000000002,1544.4,NA,NA,NA,NA,NA,1544.4,LAGUNA HILLS,1.384801424,201.89063791,2.7957869,21.386873192255997,21.386873192255997,MY2022-23,SULPHURCREEK,279,21.386873192255997,5966.937620639424
J01-9005-3,LAGUNA NIGUEL,0.017875000000000002,0.303774,NA,0.20960405999999998,0.017875000000000002,1544.4,NA,NA,NA,NA,NA,1544.4,LAGUNA NIGUEL,98.6151983,201.89063791,199.0950289,1523.0131225452,1523.0131225452,MY2022-23,SULPHURCREEK,279,1523.0131225452,424920.66119011084
M02-061-4 (SCBS@M02),SAN CLEMENTE,0.002,0.016817,0.018287069999999996,0.011603729999999998,0.018287069999999996,1580.0028479999996,NA,NA,NA,NA,NA,1580.0028479999996,SAN CLEMENTE,100,90.38163929,90.38171919,1580.0028479999996,1580.0028479999996,MY2022-23,PALISADES,267,1580.0028479999996,421860.7604159999
L03-316-1,MISSION VIEJO,0.00825,0.036202,0.0015,0.024979379999999995,0.0015,129.6,NA,NA,NA,NA,NA,129.6,MISSION VIEJO,100,22.65150986,22.65152989,129.6,129.6,MY2022-23,ELTORO,275,129.6,35640
J03-9215-3,LAGUNA NIGUEL,0.0154,0.04731,0.06563211,0.032643899999999997,0.06563211,5670.614304,0.029,NA,2505.6000000000004,NA,NA,2505.6000000000004,LAGUNA NIGUEL,100,155.28755892,155.2876962,2505.6000000000004,2505.6000000000004,MY2022-23,SULPHURCREEK,279,2505.6000000000004,699062.4000000001
L03-316-4,MISSION VIEJO,0.0023333333333333335,0.019996,0.0035,0.013797239999999999,0.0035,302.4,NA,NA,NA,NA,NA,302.4,MISSION VIEJO,100,44.10840687,NA,302.4,302.4,MY2022-23,ELTORO,275,302.4,83160
J01-9082-4,ALISO VIEJO,0.0077,0.023004,0.017333333333333333,0.01587276,0.017333333333333333,1497.6000000000001,0.026,NA,2246.3999999999996,NA,NA,2246.3999999999996,ALISO VIEJO,97.84740395,124.66076066,121.9774259,2198.0440823328,2198.0440823328,MY2022-23,SULPHURCREEK,279,2198.0440823328,613254.2989708512
J01-9082-4,ALISO VIEJO,0.0077,0.023004,0.017333333333333333,0.01587276,0.017333333333333333,1497.6000000000001,0.026,NA,2246.3999999999996,NA,NA,2246.3999999999996,ORANGE CO,2.152595119,124.66076066,2.683443822,48.355896753215994,48.355896753215994,MY2022-23,SULPHURCREEK,279,48.355896753215994,13491.295194147262
L03-708-13,LAGUNA NIGUEL,0.007,0.056238,0.09127285499999999,0.03880422,0.09127285499999999,7885.974671999999,NA,0.012916666666666667,NA,1116,4500.987336,4500.987336,MISSION VIEJO,100,64.06432828,64.06438492,4500.987336,4500.987336,MY2022-23,SULPHURCREEK,279,4500.987336,1255775.466744
J01-9008-1 (J01P30),ALISO VIEJO,0.02542857142857143,0.05744,0.0295,0.0396336,0.0295,2548.8,NA,NA,NA,NA,NA,2548.8,ALISO VIEJO,100,211.57209037,211.5722774,2548.8,2548.8,MY2022-23,SULPHURCREEK,279,2548.8,711115.2000000001
J01-9005-1 (J03P05),LAGUNA NIGUEL,0.012714285714285714,0.034405,0.028750229999999998,0.023739449999999995,0.028750229999999998,2484.019872,0.009,NA,777.5999999999999,NA,NA,777.5999999999999,LAGUNA NIGUEL,100,127.79044152,127.7905545,777.5999999999999,777.5999999999999,MY2022-23,SULPHURCREEK,279,777.5999999999999,216950.39999999997
L01-760-2,ORANGE CO,0.0655,0.075871,0.06021837,0.05235098999999999,0.06021837,5202.867168000001,NA,0.022335069444444446,NA,1929.75,3566.3085840000003,3566.3085840000003,ORANGE CO,100,32.57431395,32.57434275,3566.3085840000003,3566.3085840000003,MY2022-23,TRABUCO,266,3566.3085840000003,948638.083344
SC09-081-2d,SAN CLEMENTE,0.031,0.075564,0.058092664999999995,0.05213916,0.058092664999999995,5019.2062559999995,NA,NA,NA,NA,NA,5019.2062559999995,SAN CLEMENTE,100,NA,NA,5019.2062559999995,5019.2062559999995,MY2022-23,PALISADES,267,5019.2062559999995,1340128.070352
L03-241-3,MISSION VIEJO,0.141,0.329327,0.134256,0.22723562999999997,0.134256,11599.718399999998,NA,NA,NA,NA,NA,11599.718399999998,MISSION VIEJO,100,722.06959077,NA,11599.718399999998,11599.718399999998,MY2022-23,ELTORO,275,11599.718399999998,3189922.5599999996
L01-728-5 (L01-DP),DANA POINT,0.0064,0.011925,0.007295779999999999,0.00822825,0.007295779999999999,630.3553919999999,NA,NA,NA,NA,NA,630.3553919999999,DANA POINT,100,24.72372499,24.72374684,630.3553919999999,630.3553919999999,MY2022-23,DANAPOINT,263,630.3553919999999,165783.468096
J01-9349-1,LAKE FOREST,1.1111111111111112e-4,0.005148,NA,0.0035521199999999998,1.1111111111111112e-4,9.600000000000001,NA,NA,NA,NA,NA,9.600000000000001,LAKE FOREST,99.85177608,69.7067491,69.60348856,9.585770503680001,9.585770503680001,MY2022-23,ELTORO,275,9.585770503680001,2636.0868885120003
J01-9349-1,LAKE FOREST,1.1111111111111112e-4,0.005148,NA,0.0035521199999999998,1.1111111111111112e-4,9.600000000000001,NA,NA,NA,NA,NA,9.600000000000001,MISSION VIEJO,0.14822366,69.7067491,0.103321986,0.014229471360000003,0.014229471360000003,MY2022-23,ELTORO,275,0.014229471360000003,3.9131046240000007
L03-316-2,MISSION VIEJO,0.004,0.023061,0.006,0.01591209,0.006,518.4,NA,NA,NA,NA,NA,518.4,MISSION VIEJO,100,143.04145576,143.0415822,518.4,518.4,MY2022-23,ELTORO,275,518.4,142560
L01-749-3,SAN JUAN CAPISTRANO,0.003,0,0.003,0,0.003,259.2,NA,NA,NA,NA,NA,259.2,SAN JUAN CAPISTRANO,100,41.93011742,41.93015449,259.2,259.2,MY2022-23,PALISADES,267,259.2,69206.4
J01-10004-1 (J01P01),LAKE FOREST,0.053375,0.317684,0.1282615825,0.21920196,0.1282615825,11081.800728,0.044,NA,3801.5999999999995,NA,NA,3801.5999999999995,LAKE FOREST,97.22901103,479.88775953,466.5905351,3696.2580833164793,3696.2580833164793,MY2022-23,ELTORO,275,3696.2580833164793,1016470.9729120318
L02-541-9 (L02P02),SAN JUAN CAPISTRANO,0.004,0.048641,NA,0.033562289999999995,0.004,345.59999999999997,NA,NA,NA,NA,NA,345.59999999999997,SAN JUAN CAPISTRANO,100,222.36515452,222.3653511,345.6,345.6,MY2022-23,PALISADES,267,345.6,92275.20000000001
I01-11195-2,ALISO VIEJO,0.08,0.325428,0.21853749999999997,0.22454532,0.21853749999999997,18881.64,NA,NA,NA,NA,NA,18881.64,ALISO VIEJO,100,NA,NA,18881.64,18881.64,MY2022-23,LAGUNABEACH,274,18881.64,5173569.359999999
L01-728-3 (L01S02),DANA POINT,0.017,0.426948,0.22153519499999996,0.29459411999999996,0.22153519499999996,19140.640847999995,NA,0.032533325527171295,NA,2810.8793255476,10975.760086773798,10975.760086773798,DANA POINT,8.724176507,1014.01862168,88.46485258,957.5446829550025,957.5446829550025,MY2022-23,DANAPOINT,263,957.5446829550025,251834.25161716566
L01-728-3 (L01S02),DANA POINT,0.017,0.426948,0.22153519499999996,0.29459411999999996,0.22153519499999996,19140.640847999995,NA,0.032533325527171295,NA,2810.8793255476,10975.760086773798,10975.760086773798,SAN CLEMENTE,0.203472958,1014.01862168,2.063255511,22.332703711542017,22.332703711542017,MY2022-23,DANAPOINT,263,22.332703711542017,5873.501076135551
L01-728-3 (L01S02),DANA POINT,0.017,0.426948,0.22153519499999996,0.29459411999999996,0.22153519499999996,19140.640847999995,NA,0.032533325527171295,NA,2810.8793255476,10975.760086773798,10975.760086773798,SAN JUAN CAPISTRANO,91.07235047,1014.01862168,923.4914094,9995.88269297301,9995.88269297301,MY2022-23,DANAPOINT,263,9995.88269297301,2628917.1482519014
L02-641-2,RANCHO SANTA MARGARITA,0.058666666666666666,0.339039,0.07033333333333333,0.23393690999999997,0.07033333333333333,6076.799999999999,NA,0.017329861111111112,NA,1497.3000000000002,NA,1497.3000000000002,ORANGE CO,0.587888306,926.34500026,5.44587874,8.802451605738,8.802451605738,MY2022-23,TRABUCO,266,55.956678685845,14884.47653043477
L02-641-2,RANCHO SANTA MARGARITA,0.058666666666666666,0.339039,0.07033333333333333,0.23393690999999997,0.07033333333333333,6076.799999999999,NA,0.017329861111111112,NA,1497.3000000000002,NA,1497.3000000000002,RANCHO SANTA MARGARITA,99.41211166,926.34500026,920.8999402,1488.4975478851802,1488.4975478851802,MY2022-23,TRABUCO,266,9462.293318077951,2516970.022608735
L02-641-2,RANCHO SANTA MARGARITA,0.058666666666666666,0.339039,0.07033333333333333,0.23393690999999997,0.07033333333333333,6076.799999999999,0.203,NA,17539.2,NA,NA,17539.2,ORANGE CO,0.587888306,926.34500026,5.44587874,103.110905765952,103.110905765952,MY2022-23,TRABUCO,266,55.956678685845,14884.47653043477
L02-641-2,RANCHO SANTA MARGARITA,0.058666666666666666,0.339039,0.07033333333333333,0.23393690999999997,0.07033333333333333,6076.799999999999,0.203,NA,17539.2,NA,NA,17539.2,RANCHO SANTA MARGARITA,99.41211166,926.34500026,920.8999402,17436.08908827072,17436.08908827072,MY2022-23,TRABUCO,266,9462.293318077951,2516970.022608735
J01-9992-1 (J01P27),ALISO VIEJO,0.018,0.165159,0.032812596666666666,0.11395970999999999,0.032812596666666666,2835.008352,0.002,NA,172.79999999999998,NA,NA,172.79999999999998,ALISO VIEJO,99.70754793,553.84107572999994,552.2218442,172.29464282303996,172.29464282303996,MY2022-23,SULPHURCREEK,279,172.29464282303996,48070.20534762815
J01-9992-1 (J01P27),ALISO VIEJO,0.018,0.165159,0.032812596666666666,0.11395970999999999,0.032812596666666666,2835.008352,0.002,NA,172.79999999999998,NA,NA,172.79999999999998,ORANGE CO,0.292452005,553.84107572999994,1.619720764,0.50535706464,0.50535706464,MY2022-23,SULPHURCREEK,279,0.50535706464,140.99462103456
LC06-11509-2,LAGUNA BEACH,0.0055,0.045629,0.092214335,0.03148401,0.092214335,7967.318544,NA,NA,NA,NA,NA,7967.318544,LAGUNA BEACH,63.38208068,51.8633,32.87206771,5049.852267590682,5049.852267590682,MY2022-23,LAGUNABEACH,274,5049.852267590682,1383659.5213198469
LC06-11509-2,LAGUNA BEACH,0.0055,0.045629,0.092214335,0.03148401,0.092214335,7967.318544,NA,NA,NA,NA,NA,7967.318544,ORANGE CO,36.61792026,51.8633,18.99127863,2917.4663513021133,2917.4663513021133,MY2022-23,LAGUNABEACH,274,2917.4663513021133,799385.780256779
L03-240-1 (L03P14),MISSION VIEJO,0.0185,0.025068,0.014,0.01729692,0.014,1209.6,NA,NA,NA,NA,NA,1209.6,MISSION VIEJO,98.89814948,343.94004359,340.1506391,1196.27201611008,1196.27201611008,MY2022-23,ELTORO,275,1196.27201611008,328974.80443027196
L03-240-1 (L03P14),MISSION VIEJO,0.0185,0.025068,0.014,0.01729692,0.014,1209.6,NA,NA,NA,NA,NA,1209.6,RANCHO SANTA MARGARITA,1.101850572,343.94004359,3.789708689,13.327984518911999,13.327984518911999,MY2022-23,ELTORO,275,13.327984518911999,3665.1957427007997
M02-061-6,SAN CLEMENTE,0,0.010425,0.006178949999999999,0.00719325,0.006178949999999999,533.8612799999999,NA,NA,NA,NA,NA,533.8612799999999,SAN CLEMENTE,100,40.9633321,40.96336831,533.8612799999999,533.8612799999999,MY2022-23,PALISADES,267,533.8612799999999,142540.96175999995
J07-9109-2,MISSION VIEJO,NA,0.068072,NA,0.04696967999999999,0.04696967999999999,4058.1803519999994,NA,NA,NA,NA,NA,4058.1803519999994,LAKE FOREST,1.91711778,201.64389276,3.865754338,77.80009707265859,77.80009707265859,MY2022-23,ELTORO,275,77.80009707265859,21395.026694981112
J07-9109-2,MISSION VIEJO,NA,0.068072,NA,0.04696967999999999,0.04696967999999999,4058.1803519999994,NA,NA,NA,NA,NA,4058.1803519999994,MISSION VIEJO,98.08288254,201.64389276,197.7783173,3980.380267913518,3980.380267913518,MY2022-23,ELTORO,275,3980.380267913518,1094604.5736762173
L02-166-3 (L02P26),RANCHO SANTA MARGARITA,0.0468,0.166774,0.055444393333333335,0.11507405999999999,0.055444393333333335,4790.395584,NA,0.04134722222222222,NA,3572.3999999999996,4181.397792,4181.397792,ORANGE CO,0.561546905,494.68519995,2.777891884,23.48050988671434,23.48050988671434,MY2022-23,TRABUCO,266,23.48050988671434,6245.815629866014
L02-166-3 (L02P26),RANCHO SANTA MARGARITA,0.0468,0.166774,0.055444393333333335,0.11507405999999999,0.055444393333333335,4790.395584,NA,0.04134722222222222,NA,3572.3999999999996,4181.397792,4181.397792,RANCHO SANTA MARGARITA,99.43845321,494.68519995,491.907746,4157.917286921893,4157.917286921893,MY2022-23,TRABUCO,266,4157.917286921893,1106005.9983212235
L01-404-1,ORANGE CO,0.03475,0.0852,0.0435,0.05878799999999999,0.0435,3758.3999999999996,NA,0.025203125,NA,2177.55,2967.975,2967.975,ORANGE CO,100,237.79044171,237.7906519,2967.975,2967.975,MY2022-23,TRABUCO,266,2967.975,789481.35
M01-050-4 (M01@CGV),SAN CLEMENTE,0.012,0.062131,0.065482035,0.042870389999999994,0.065482035,5657.647823999999,NA,0.03699420307291667,NA,3196.2991455,4426.973484749999,4426.973484749999,SAN CLEMENTE,100,105.0882966,105.0883895,4426.973484749999,4426.973484749999,MY2022-23,PALISADES,267,4426.973484749999,1182001.9204282498
L03-418-1,LAGUNA NIGUEL,0.007333333333333333,0.063426,0.008696104999999999,0.043763939999999994,0.008696104999999999,751.3434719999999,NA,NA,NA,NA,NA,751.3434719999999,LAGUNA NIGUEL,5.475663849,123.71430811,6.774185634,41.14104287812543,41.14104287812543,MY2022-23,SULPHURCREEK,279,41.14104287812543,11478.350962996996
L03-418-1,LAGUNA NIGUEL,0.007333333333333333,0.063426,0.008696104999999999,0.043763939999999994,0.008696104999999999,751.3434719999999,NA,NA,NA,NA,NA,751.3434719999999,MISSION VIEJO,94.52433574,123.71430811,116.9402313,710.2024260338528,710.2024260338528,MY2022-23,SULPHURCREEK,279,710.2024260338528,198146.47686344493
L03-693-1 (L03P11),MISSION VIEJO,0.027333333333333334,0.114855,0.03325967333333334,0.07924995,0.03325967333333334,2873.635776,NA,0.018729166666666668,NA,1618.1999999999998,2245.917888,2245.917888,MISSION VIEJO,100,279.81210476,279.8123521,2245.917888,2245.917888,MY2022-23,ELTORO,275,2245.917888,617627.4192
L03-241-4,MISSION VIEJO,0.007333333333333333,0.012278,0.007,0.00847182,0.007,604.8,NA,NA,NA,NA,NA,604.8,MISSION VIEJO,100,209.49721786,NA,604.8,604.8,MY2022-23,ELTORO,275,604.8,166320
I01-11010-1,LAGUNA BEACH,0.0525,0.044262,0.06275,0.03054078,0.06275,5421.6,NA,NA,NA,NA,NA,5421.6,LAGUNA BEACH,100,12.1490758,12.14908654,5421.6,5421.6,MY2022-23,LAGUNABEACH,274,5421.6,1485518.4000000001
L01-223-1 (L08TBN1),RANCHO SANTA MARGARITA,0.011666666666666667,0.053353,0.0175,0.03681357,0.0175,1512,NA,NA,NA,NA,NA,1512,ORANGE CO,4.285274231,136.87916674,5.865652846,64.79334637272,64.79334637272,MY2022-23,TRABUCO,266,64.79334637272,17235.03013514352
L01-223-1 (L08TBN1),RANCHO SANTA MARGARITA,0.011666666666666667,0.053353,0.0175,0.03681357,0.0175,1512,NA,NA,NA,NA,NA,1512,RANCHO SANTA MARGARITA,95.71472594,136.87916674,131.0136351,1447.2066562128,1447.2066562128,MY2022-23,TRABUCO,266,1447.2066562128,384956.9705526048
L01-766-2 (L01S06),SAN JUAN CAPISTRANO,0.015,0.180442,0.14055575999999997,0.12450497999999999,0.14055575999999997,12144.017663999999,NA,0.07058019413541666,NA,6098.128773299999,9121.073218649999,9121.073218649999,SAN JUAN CAPISTRANO,99.99999998,245.40622496,245.4064419,9121.073216825784,9121.073216825784,MY2022-23,PALISADES,267,9121.073216825784,2435326.548892484
SC11-026-1 (M00P01),DANA POINT,0.008,0.092307,0.141325455,0.06369182999999999,0.141325455,12210.519311999999,NA,NA,NA,NA,NA,12210.519311999999,DANA POINT,67.05890861,305.38811884,204.7901206,8188.24098624048,8188.24098624048,MY2022-23,PALISADES,267,8188.24098624048,2186260.343326208
SC11-026-1 (M00P01),DANA POINT,0.008,0.092307,0.141325455,0.06369182999999999,0.141325455,12210.519311999999,NA,NA,NA,NA,NA,12210.519311999999,SAN CLEMENTE,31.34739098,305.38811884,95.73129226,3827.679229421046,3827.679229421046,MY2022-23,PALISADES,267,3827.679229421046,1021990.3542554192
SC11-026-1 (M00P01),DANA POINT,0.008,0.092307,0.141325455,0.06369182999999999,0.141325455,12210.519311999999,NA,NA,NA,NA,NA,12210.519311999999,SAN JUAN CAPISTRANO,1.593700313,305.38811884,4.866975708,194.59908449426942,194.59908449426942,MY2022-23,PALISADES,267,194.59908449426942,51957.95555996994
J03-9221-1 (J03P02),LAGUNA NIGUEL,0.0703,0.242793,0.19765333333333332,0.16752717,0.19765333333333332,17077.248,0.178,NA,15379.199999999999,NA,NA,15379.199999999999,LAGUNA NIGUEL,100,565.70937288,565.709873,15379.2,15379.2,MY2022-23,SULPHURCREEK,279,15379.2,4290796.8
L03-662-3 (L03P16),MISSION VIEJO,0.046,0.16059,0.055,0.1108071,0.055,4752,NA,0.041543750000000004,NA,3589.38,4170.6900000000005,4170.6900000000005,MISSION VIEJO,100,436.64832448,436.6487105,4170.6900000000005,4170.6900000000005,MY2022-23,ELTORO,275,4170.6900000000005,1146939.7500000002
J07-9110-2,MISSION VIEJO,8.888888888888889e-4,0.012035,0.043125,0.00830415,0.043125,3726,0.001,NA,86.39999999999999,NA,NA,86.39999999999999,MISSION VIEJO,100,133.39088631,133.3910042,86.4,86.4,MY2022-23,ELTORO,275,86.4,23760
M01-124-2,SAN CLEMENTE,0.0033333333333333335,0.017809,0.00458229,0.012288209999999997,0.00458229,395.909856,NA,NA,NA,NA,NA,395.909856,SAN CLEMENTE,100,NA,NA,395.909856,395.909856,MY2022-23,PALISADES,267,395.909856,105707.931552
L01-125-2,RANCHO SANTA MARGARITA,0.001,0.021,NA,0.01449,0.001,86.39999999999999,NA,NA,NA,NA,NA,86.39999999999999,ORANGE CO,51.93979406,113.27048633,58.83250935,44.87598206784,44.87598206784,MY2022-23,TRABUCO,266,44.87598206784,11937.01123004544
L01-125-2,RANCHO SANTA MARGARITA,0.001,0.021,NA,0.01449,0.001,86.39999999999999,NA,NA,NA,NA,NA,86.39999999999999,RANCHO SANTA MARGARITA,48.06020524,113.27048633,54.43807633,41.52401732736,41.52401732736,MY2022-23,TRABUCO,266,41.52401732736,11045.38860907776
L01-517-6,ORANGE CO,0.007,0.02934,NA,0.020244599999999998,0.007,604.8,NA,NA,NA,NA,NA,604.8,ORANGE CO,100,13.85397146,13.85398371,604.8,604.8,MY2022-23,PALISADES,267,604.8,161481.59999999998
K01-12155-5,LAGUNA NIGUEL,0.015,0.061386,0.05757118499999999,0.04235634,0.05757118499999999,4974.150383999999,NA,0.012611111111111111,NA,1089.6000000000001,3031.8751919999995,3031.8751919999995,LAGUNA NIGUEL,100,147.04555016,147.0456802,3031.875192,3031.875192,MY2022-23,SULPHURCREEK,279,3031.875192,845893.178568
L01-303-5,ORANGE CO,0.006,0.018878,0.03423711,0.013025819999999999,0.03423711,2958.0863040000004,NA,NA,NA,NA,NA,2958.0863040000004,ORANGE CO,100,NA,NA,2958.0863040000004,2958.0863040000004,MY2022-23,TRABUCO,266,2958.0863040000004,786850.9568640001
J01-10017-1 (J01TBN4),ALISO VIEJO,0.0021111111111111113,0.016909,0.012066743333333333,0.011667209999999999,0.012066743333333333,1042.566624,NA,NA,NA,NA,NA,1042.566624,ALISO VIEJO,100,17.42256719,17.42258259,1042.566624,1042.566624,MY2022-23,SULPHURCREEK,279,1042.566624,290876.088096
J06-10011-1 (J06P01),ALISO VIEJO,0.0042,0.588719,0.31462895999999996,0.40621610999999996,0.31462895999999996,27183.942143999993,NA,NA,NA,NA,NA,27183.942143999993,ALISO VIEJO,14.86516439,935.90125176,139.1233826,4040.9376873880897,4040.9376873880897,MY2022-23,ELTORO,275,4040.9376873880897,1111257.8640317246
J06-10011-1 (J06P01),ALISO VIEJO,0.0042,0.588719,0.31462895999999996,0.40621610999999996,0.31462895999999996,27183.942143999993,NA,NA,NA,NA,NA,27183.942143999993,LAGUNA HILLS,20.85002958,935.90125176,195.1358603,5667.8599780340855,5667.8599780340855,MY2022-23,ELTORO,275,5667.8599780340855,1558661.4939593736
J06-10011-1 (J06P01),ALISO VIEJO,0.0042,0.588719,0.31462895999999996,0.40621610999999996,0.31462895999999996,27183.942143999993,NA,NA,NA,NA,NA,27183.942143999993,LAGUNA WOODS,38.1624725,935.90125176,357.1633736,10374.064445119908,10374.064445119908,MY2022-23,ELTORO,275,10374.064445119908,2852867.722407975
J06-10011-1 (J06P01),ALISO VIEJO,0.0042,0.588719,0.31462895999999996,0.40621610999999996,0.31462895999999996,27183.942143999993,NA,NA,NA,NA,NA,27183.942143999993,LAKE FOREST,22.96186189,935.90125176,214.9005429,6241.939251362784,6241.939251362784,MY2022-23,ELTORO,275,6241.939251362784,1716533.2941247656
J01-9007-1 (J02P05),ALISO VIEJO,0.026,0.101998,0.009666666666666667,0.07037862,0.009666666666666667,835.2,0.024,NA,2073.6,NA,NA,2073.6,ALISO VIEJO,98.19424307,145.61257767,142.9832949,2036.15582429952,2036.15582429952,MY2022-23,SULPHURCREEK,279,2036.15582429952,568087.4749795661
J01-9007-1 (J02P05),ALISO VIEJO,0.026,0.101998,0.009666666666666667,0.07037862,0.009666666666666667,835.2,0.024,NA,2073.6,NA,NA,2073.6,ORANGE CO,1.805757306,145.61257767,2.629412085,37.444183497216,37.444183497216,MY2022-23,SULPHURCREEK,279,37.444183497216,10446.927195723265
J01-9082-2,ALISO VIEJO,0.022,0.170103,0.06505059666666665,0.11737107,0.06505059666666665,5620.371551999999,0.037,NA,3196.7999999999997,NA,NA,3196.7999999999997,ALISO VIEJO,97.84740395,124.66076066,121.9774259,3127.9858094735996,3127.9858094735996,MY2022-23,SULPHURCREEK,279,3127.9858094735996,872708.0408431343
J01-9082-2,ALISO VIEJO,0.022,0.170103,0.06505059666666665,0.11737107,0.06505059666666665,5620.371551999999,0.037,NA,3196.7999999999997,NA,NA,3196.7999999999997,ORANGE CO,2.152595119,124.66076066,2.683443822,68.814160764192,68.814160764192,MY2022-23,SULPHURCREEK,279,68.814160764192,19199.15085320957
K01-12036-10,LAGUNA NIGUEL,0.001,0.017986,0.06524363999999999,0.012410339999999999,0.06524363999999999,5637.050495999999,NA,0.011220004021657291,NA,969.4083474711899,3303.2294217355943,3303.2294217355943,LAGUNA NIGUEL,100,185.37165068,185.3718146,3303.2294217355943,3303.2294217355943,MY2022-23,SULPHURCREEK,279,3303.2294217355943,921601.0086642308
L01-514-1,ORANGE CO,0.003,0.019417,0.003,0.013397729999999998,0.003,259.2,NA,NA,NA,NA,NA,259.2,ORANGE CO,100,267.40709935,267.4073357,259.2,259.2,MY2022-23,PALISADES,267,259.2,69206.4
J01-9033-1,LAKE FOREST,0.0075,0.007282,0.0075,0.00502458,0.0075,647.9999999999999,NA,NA,NA,NA,NA,647.9999999999999,LAKE FOREST,2.750781729,41.10421176,1.130688146,17.825065603919995,17.825065603919995,MY2022-23,TRABUCO,266,17.825065603919995,4741.467450642719
J01-9033-1,LAKE FOREST,0.0075,0.007282,0.0075,0.00502458,0.0075,647.9999999999999,NA,NA,NA,NA,NA,647.9999999999999,ORANGE CO,97.24922177,41.10421176,39.97356139,630.1749570695999,630.1749570695999,MY2022-23,TRABUCO,266,630.1749570695999,167626.5385805136
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,0.006500000000000001,0.041916,0.01,0.02892204,0.01,864,NA,NA,NA,NA,NA,864,MISSION VIEJO,5.462000754,77.28378749,4.221244787,47.19168651456,47.19168651456,MY2022-23,TRABUCO,266,47.19168651456,12552.98861287296
L02-166-1 (L02PXX),RANCHO SANTA MARGARITA,0.006500000000000001,0.041916,0.01,0.02892204,0.01,864,NA,NA,NA,NA,NA,864,RANCHO SANTA MARGARITA,94.53799939,77.28378749,73.06261114,816.8083147295999,816.8083147295999,MY2022-23,TRABUCO,266,816.8083147295999,217271.0117180736
