Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS
L02-166-3 (L02P26),Total,Dieldrin,NA,0.6666666666666666,ng/L,ORANGE CO,4809.278034996831,3206.1853566645536,2.001554469823075e-7
L02-166-3 (L02P26),Total,Dieldrin,NA,0.6666666666666666,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,567749.7458048947,3.544342934180506e-5
J01-9992-1 (J01P27),Total,Dieldrin,NA,0.6666666666666666,ng/L,ALISO VIEJO,39297.39287168602,26198.261914457344,1.6355027050285404e-6
J01-9992-1 (J01P27),Total,Dieldrin,NA,0.6666666666666666,ng/L,ORANGE CO,115.26310269575279,76.84206846383519,4.797089640639006e-9
J01-9007-1 (J02P05),Total,Dieldrin,NA,0.6666666666666666,ng/L,ALISO VIEJO,480980.7288160326,320653.81921068835,2.0017747376111616e-5
J01-9007-1 (J02P05),Total,Dieldrin,NA,0.6666666666666666,ng/L,ORANGE CO,8845.065025712363,5896.710017141575,3.681192750608356e-7
M02-085-1 (M02P06),Total,Dieldrin,NA,0.6666666666666666,ng/L,ORANGE CO,882.9940915990373,588.6627277326916,3.6748983069941884e-8
M02-085-1 (M02P06),Total,Dieldrin,NA,0.6666666666666666,ng/L,SAN CLEMENTE,1273499.0217904504,848999.3478603002,5.300125384374184e-5
M02-085-2,Total,Dieldrin,NA,0.6666666666666666,ng/L,SAN CLEMENTE,7194886.431264,4796590.954175999,2.994411425492754e-4
M02-032-1,Total,Dieldrin,NA,0.6666666666666666,ng/L,SAN CLEMENTE,4802274.773279999,3201516.5155199994,1.9986398099322016e-4
M01-042-1 (M01S01),Total,Dieldrin,NA,0.6666666666666666,ng/L,SAN CLEMENTE,1076085.79450752,717390.52967168,4.47851905470269e-5
J01-9377-1,Total,Dimethoate,<,5,ng/L,LAKE FOREST,193643.67839086507,968218.3919543254,6.04438494534565e-5
J01-9377-1,Total,Dimethoate,<,5,ng/L,MISSION VIEJO,3801.919024571975,19009.595122859875,1.186729270302383e-6
J01-10004-1 (J01P01),Total,Dimethoate,<,5,ng/L,LAKE FOREST,987247.432440811,4936237.162204055,3.0815896328572766e-4
J01-9377-1,Dissolved,Dimethoate,NA,0,ng/L,LAKE FOREST,193643.67839086507,0,0
J01-9377-1,Dissolved,Dimethoate,NA,0,ng/L,MISSION VIEJO,3801.919024571975,0,0
J01-10004-1 (J01P01),Dissolved,Dimethoate,NA,0,ng/L,LAKE FOREST,987247.432440811,0,0
L04-266-5,Total,Dimethoate,<,5,ng/L,MISSION VIEJO,6892314.547799999,34461572.73899999,0.00215136391941594
L04-672-1,Total,Dimethoate,<,5,ng/L,MISSION VIEJO,2251802.3628672,11259011.814335998,7.02876562514748e-4
I01-11343-2 (I02P18),Total,Dimethoate,<,5,ng/L,LAGUNA WOODS,45186.8173673994,225934.086836997,1.4104592563682508e-5
L04-672-1,Dissolved,Dimethoate,NA,0,ng/L,MISSION VIEJO,2251802.3628672,0,0
L04-266-5,Dissolved,Dimethoate,NA,0,ng/L,MISSION VIEJO,6892314.547799999,0,0
I01-11343-2 (I02P18),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA WOODS,45186.8173673994,0,0
L03-662-3 (L03P16),Total,Dimethoate,<,5,ng/L,MISSION VIEJO,728306.7412500001,3641533.7062500003,2.2733333403838693e-4
L03-214-2 (L03P18),Total,Dimethoate,<,5,ng/L,MISSION VIEJO,9795374.37498252,48976871.8749126,0.0030575236898082968
L03-214-2 (L03P18),Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,466591.0148327202,2332955.0741636013,1.4564150656112953e-4
L03-316-3 (L03P12),Total,Dimethoate,<,5,ng/L,MISSION VIEJO,7413529.826236038,37067649.13118019,0.0023140558187044816
L03-662-3 (L03P16),Dissolved,Dimethoate,NA,0,ng/L,MISSION VIEJO,728306.7412500001,0,0
L03-316-3 (L03P12),Dissolved,Dimethoate,NA,0,ng/L,MISSION VIEJO,7413529.826236038,0,0
L03-214-2 (L03P18),Dissolved,Dimethoate,NA,0,ng/L,MISSION VIEJO,9795374.37498252,0,0
L03-214-2 (L03P18),Dissolved,Dimethoate,NA,0,ng/L,RANCHO SANTA MARGARITA,466591.0148327202,0,0
L03-418-8,Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,251888.61272336388,1259443.0636168194,7.862439669091332e-5
L03-418-8,Total,Dimethoate,<,5,ng/L,MISSION VIEJO,2298480.77152387,11492403.85761935,7.174467397031597e-4
K01-12177-1 (K01P07),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,4657608.619114088,23288043.095570438,0.0014538238300689803
K01-12156-4 (SCNK01),Total,Dimethoate,NA,0,ng/L,NA,NA,NA,NA
J03-9221-1 (J03P02),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,3303913.5360000003,16519567.680000002,0.0010312820642361946
J01-9224-1 (J01P24),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,3068.504293817672,15342.52146908836,9.578015307498395e-7
J01-9224-1 (J01P24),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,184232.00687644104,921160.0343822052,5.7506094599538856e-5
J01-9224-2 (J01P25),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,31988.268700029792,159941.34350014897,9.984803602411458e-6
J01-9224-2 (J01P25),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,1920565.3226501578,9602826.613250788,5.994843838561966e-4
L03-418-8,Dissolved,Dimethoate,NA,0,ng/L,LAGUNA NIGUEL,251888.61272336388,0,0
L03-418-8,Dissolved,Dimethoate,NA,0,ng/L,MISSION VIEJO,2298480.77152387,0,0
K01-12177-1 (K01P07),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA NIGUEL,4657608.619114088,0,0
J03-9221-1 (J03P02),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA NIGUEL,3303913.5360000003,0,0
J01-9224-1 (J01P24),Dissolved,Dimethoate,NA,0,ng/L,ALISO VIEJO,3068.504293817672,0,0
J01-9224-1 (J01P24),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA NIGUEL,184232.00687644104,0,0
J01-9224-2 (J01P25),Dissolved,Dimethoate,NA,0,ng/L,ALISO VIEJO,31988.268700029792,0,0
J01-9224-2 (J01P25),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA NIGUEL,1920565.3226501578,0,0
L01-404-1,Total,Dimethoate,<,5,ng/L,ORANGE CO,607900.6394999999,3039503.1975,1.8974982835448596e-4
L01-340-1,Total,Dimethoate,<,5,ng/L,ORANGE CO,294000.5583070091,1470002.7915350455,9.176920017844135e-5
L01-340-1,Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,3611.8316279502988,18059.158139751493,1.1273954770183666e-6
L05-489-3,Total,Dimethoate,<,5,ng/L,ORANGE CO,11576026.50698835,57880132.53494175,0.003613335634150158
L05-049-1,Total,Dimethoate,<,5,ng/L,ORANGE CO,2073409.118979964,10367045.59489982,6.471929767316425e-4
L02-374-1 (L02P50),Total,Dimethoate,<,5,ng/L,ORANGE CO,1549656.2752879742,7748281.376439871,4.837090029814735e-4
L01-404-1,Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,607900.6394999999,0,0
L01-340-1,Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,294000.5583070091,0,0
L01-340-1,Dissolved,Dimethoate,NA,0,ng/L,RANCHO SANTA MARGARITA,3611.8316279502988,0,0
L05-489-3,Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,11576026.50698835,0,0
L05-049-1,Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,2073409.118979964,0,0
L02-374-1 (L02P50),Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,1549656.2752879742,0,0
J01-9992-1 (J01P27),Total,Dimethoate,<,3.3333333333333335,ng/L,ALISO VIEJO,39297.39287168602,130991.30957228673,8.177513525142702e-6
J01-9992-1 (J01P27),Total,Dimethoate,<,3.3333333333333335,ng/L,ORANGE CO,115.26310269575279,384.210342319176,2.3985448203195035e-8
J01-9131-1 (J01P28),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,333862.55999999994,1669312.7999999998,1.0421170720612355e-4
J01-9007-1 (J02P05),Total,Dimethoate,<,3.3333333333333335,ng/L,ALISO VIEJO,480980.7288160326,1603269.096053442,1.0008873688055809e-4
J01-9007-1 (J02P05),Total,Dimethoate,<,3.3333333333333335,ng/L,ORANGE CO,8845.065025712363,29483.55008570788,1.8405963753041783e-6
J01-9992-1 (J01P27),Dissolved,Dimethoate,NA,0,ng/L,ALISO VIEJO,39297.39287168602,0,0
J01-9992-1 (J01P27),Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,115.26310269575279,0,0
J01-9131-1 (J01P28),Dissolved,Dimethoate,NA,0,ng/L,ALISO VIEJO,333862.55999999994,0,0
J01-9007-1 (J02P05),Dissolved,Dimethoate,NA,0,ng/L,ALISO VIEJO,480980.7288160326,0,0
J01-9007-1 (J02P05),Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,8845.065025712363,0,0
J06-9079-1 (J06P03),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,378008.66377610824,1890043.3188805413,1.1799145190408233e-4
J06-10011-1 (J06P01),Total,Dimethoate,<,5,ng/L,ALISO VIEJO,655642.1397787175,3278210.6988935876,2.0465183847693508e-4
J06-10011-1 (J06P01),Total,Dimethoate,<,5,ng/L,LAGUNA HILLS,919610.2814360304,4598051.407180152,2.8704673381990626e-4
J06-10011-1 (J06P01),Total,Dimethoate,<,5,ng/L,LAGUNA WOODS,1683191.956220705,8415959.781103525,5.253907695231668e-4
J06-10011-1 (J06P01),Total,Dimethoate,<,5,ng/L,LAKE FOREST,1012754.6435336117,5063773.217668058,3.161207725225817e-4
J01-9082-2,Total,Dimethoate,<,5,ng/L,ALISO VIEJO,663258.1110407821,3316290.5552039105,2.07029084273087e-4
J01-9082-2,Total,Dimethoate,<,5,ng/L,ORANGE CO,14591.35464843927,72956.77324219634,4.554538784953493e-6
J06-9079-1 (J06P03),Dissolved,Dimethoate,NA,0,ng/L,ALISO VIEJO,378008.66377610824,0,0
J06-10011-1 (J06P01),Dissolved,Dimethoate,NA,0,ng/L,ALISO VIEJO,655642.1397787175,0,0
J06-10011-1 (J06P01),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA HILLS,919610.2814360304,0,0
J06-10011-1 (J06P01),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA WOODS,1683191.956220705,0,0
J06-10011-1 (J06P01),Dissolved,Dimethoate,NA,0,ng/L,LAKE FOREST,1012754.6435336117,0,0
J01-9082-2,Dissolved,Dimethoate,NA,0,ng/L,ALISO VIEJO,663258.1110407821,0,0
J01-9082-2,Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,14591.35464843927,0,0
L01-726-5,Total,Dimethoate,<,5,ng/L,DANA POINT,298188.3316463654,1490941.658231827,9.307636983857519e-5
L01-726-5,Total,Dimethoate,<,5,ng/L,SAN JUAN CAPISTRANO,19936.46520419904,99682.32602099521,6.222959155962444e-6
L01-728-5 (L01-DP),Total,Dimethoate,<,5,ng/L,DANA POINT,66313.3872384,331566.936192,2.069903044754234e-5
K01-12126-1 (K01S01),Total,Dimethoate,<,5,ng/L,DANA POINT,990998.5304908713,4954992.652454357,3.09329829320225e-4
K01-12126-1 (K01S01),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,2656075.0695091286,13280375.347545642,8.290660607801293e-4
K01-12159-3,Total,Dimethoate,<,5,ng/L,DANA POINT,363571.2,1817856,1.1348494854582972e-4
K01-12159-2,Total,Dimethoate,<,5,ng/L,DANA POINT,2045087.9999999993,10225439.999999996,6.38352835570292e-4
L01-726-5,Dissolved,Dimethoate,NA,0,ng/L,DANA POINT,298188.3316463654,0,0
L01-726-5,Dissolved,Dimethoate,NA,0,ng/L,SAN JUAN CAPISTRANO,19936.46520419904,0,0
L01-728-5 (L01-DP),Dissolved,Dimethoate,NA,0,ng/L,DANA POINT,66313.3872384,0,0
K01-12126-1 (K01S01),Dissolved,Dimethoate,NA,0,ng/L,DANA POINT,990998.5304908713,0,0
K01-12126-1 (K01S01),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA NIGUEL,2656075.0695091286,0,0
K01-12159-3,Dissolved,Dimethoate,NA,0,ng/L,DANA POINT,363571.2,0,0
K01-12159-2,Dissolved,Dimethoate,NA,0,ng/L,DANA POINT,2045087.9999999993,0,0
L05-503-1,Total,Dimethoate,<,5,ng/L,SAN JUAN CAPISTRANO,2562235.46784,12811177.339200001,7.997750103146849e-4
L01-724-4 (L01P03),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,414905.243735376,2074526.21867688,0.00012950833354430737
L01-724-4 (L01P03),Total,Dimethoate,<,5,ng/L,SAN JUAN CAPISTRANO,1015360.357551863,5076801.787759315,3.1693411890779154e-4
L01-724-1 (L01S01),Total,Dimethoate,<,5,ng/L,DANA POINT,637913.7850124988,3189568.9250624944,1.9911811790598077e-4
L01-724-1 (L01S01),Total,Dimethoate,<,5,ng/L,LAGUNA NIGUEL,453025.0942074572,2265125.471037286,1.4140704628447728e-4
L01-724-1 (L01S01),Total,Dimethoate,<,5,ng/L,SAN JUAN CAPISTRANO,666394.7480090205,3331973.7400451023,2.0800815270575573e-4
L05-503-1,Dissolved,Dimethoate,NA,0,ng/L,SAN JUAN CAPISTRANO,2562235.46784,0,0
L01-724-4 (L01P03),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA NIGUEL,414905.243735376,0,0
L01-724-4 (L01P03),Dissolved,Dimethoate,NA,0,ng/L,SAN JUAN CAPISTRANO,1015360.357551863,0,0
L01-724-1 (L01S01),Dissolved,Dimethoate,NA,0,ng/L,DANA POINT,637913.7850124988,0,0
L01-724-1 (L01S01),Dissolved,Dimethoate,NA,0,ng/L,LAGUNA NIGUEL,453025.0942074572,0,0
L01-724-1 (L01S01),Dissolved,Dimethoate,NA,0,ng/L,SAN JUAN CAPISTRANO,666394.7480090205,0,0
M01-042-1 (M01S01),Total,Dimethoate,<,3.3333333333333335,ng/L,SAN CLEMENTE,1076085.79450752,3586952.6483584004,2.2392595273513458e-4
M02-032-1,Total,Dimethoate,<,3.3333333333333335,ng/L,SAN CLEMENTE,4802274.773279999,16007582.577599999,9.993199049661008e-4
SC1-2,Total,Dimethoate,<,3.3333333333333335,ng/L,NA,NA,NA,NA
M02-085-1 (M02P06),Total,Dimethoate,<,3.3333333333333335,ng/L,ORANGE CO,882.9940915990373,2943.313638663458,1.837449153497094e-7
M02-085-1 (M02P06),Total,Dimethoate,<,3.3333333333333335,ng/L,SAN CLEMENTE,1273499.0217904504,4244996.739301502,2.650062692187092e-4
M02-085-2,Total,Dimethoate,<,3.3333333333333335,ng/L,SAN CLEMENTE,7194886.431264,23982954.770880003,0.0014972057127463777
M01-042-1 (M01S01),Dissolved,Dimethoate,NA,0,ng/L,SAN CLEMENTE,1076085.79450752,0,0
M02-032-1,Dissolved,Dimethoate,NA,0,ng/L,SAN CLEMENTE,4802274.773279999,0,0
SC1-2,Dissolved,Dimethoate,NA,0,ng/L,NA,NA,NA,NA
M02-085-1 (M02P06),Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,882.9940915990373,0,0
M02-085-1 (M02P06),Dissolved,Dimethoate,NA,0,ng/L,SAN CLEMENTE,1273499.0217904504,0,0
M02-085-2,Dissolved,Dimethoate,NA,0,ng/L,SAN CLEMENTE,7194886.431264,0,0
I01-11010-1,Total,Dimethoate,<,5,ng/L,LAGUNA BEACH,1485518.4000000001,7427592.000000001,4.6368903584190197e-4
I00-11437-1,Total,Dimethoate,<,5,ng/L,LAGUNA BEACH,2244793.7149110925,11223968.574555462,7.00688886338322e-4
I00-11437-1,Total,Dimethoate,<,5,ng/L,ORANGE CO,82096.2659121763,410481.3295608815,2.5625490998319127e-5
I01-11010-1,Dissolved,Dimethoate,NA,0,ng/L,LAGUNA BEACH,1485518.4000000001,0,0
I00-11437-1,Dissolved,Dimethoate,NA,0,ng/L,LAGUNA BEACH,2244793.7149110925,0,0
I00-11437-1,Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,82096.2659121763,0,0
L02-246-1 (L11P01),Total,Dimethoate,<,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,615615.8297142858,2052052.7657142861,1.2810536287275414e-4
L02-246-1 (L11P01),Total,Dimethoate,<,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,600136.1279999999,2000453.7599999998,1.2488414485080864e-4
L02-641-1,Total,Dimethoate,<,3.3333333333333335,ng/L,ORANGE CO,1013.3313152860796,3377.771050953599,2.1086718305358752e-7
L02-641-1,Total,Dimethoate,<,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,171354.6686261088,571182.228753696,3.565771207422674e-5
L02-641-2,Total,Dimethoate,<,3.3333333333333335,ng/L,ORANGE CO,2161.9407973799575,7206.469324599859,4.498848096325095e-7
L02-641-2,Total,Dimethoate,<,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,365584.9210775861,1218616.403591954,7.607567368302933e-5
L02-641-2,Total,Dimethoate,<,3.3333333333333335,ng/L,ORANGE CO,25324.72586215625,84415.75287385417,5.269898920127237e-6
L02-641-2,Total,Dimethoate,<,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,4282419.720673211,14274732.402244037,8.911416922870418e-4
L01-731-1 (L08TBN2),Total,Dimethoate,<,5,ng/L,ORANGE CO,28829.92986552969,144149.64932764845,8.998961159105882e-6
L01-731-1 (L08TBN2),Total,Dimethoate,<,5,ng/L,RANCHO SANTA MARGARITA,462608.04019853176,2313040.2009926587,1.4439826267541956e-4
L02-166-3 (L02P26),Total,Dimethoate,<,3.3333333333333335,ng/L,ORANGE CO,4809.278034996831,16030.92678332277,1.0007772349115375e-6
L02-166-3 (L02P26),Total,Dimethoate,<,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,2838748.7290244736,1.7721714670902532e-4
L02-246-1 (L11P01),Dissolved,Dimethoate,NA,0,ng/L,RANCHO SANTA MARGARITA,615615.8297142858,0,0
L02-246-1 (L11P01),Dissolved,Dimethoate,NA,0,ng/L,RANCHO SANTA MARGARITA,600136.1279999999,0,0
L02-641-1,Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,1013.3313152860796,0,0
L02-641-1,Dissolved,Dimethoate,NA,0,ng/L,RANCHO SANTA MARGARITA,171354.6686261088,0,0
L02-641-2,Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,2161.9407973799575,0,0
L02-641-2,Dissolved,Dimethoate,NA,0,ng/L,RANCHO SANTA MARGARITA,365584.9210775861,0,0
L02-641-2,Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,25324.72586215625,0,0
L02-641-2,Dissolved,Dimethoate,NA,0,ng/L,RANCHO SANTA MARGARITA,4282419.720673211,0,0
L01-731-1 (L08TBN2),Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,28829.92986552969,0,0
L01-731-1 (L08TBN2),Dissolved,Dimethoate,NA,0,ng/L,RANCHO SANTA MARGARITA,462608.04019853176,0,0
L02-166-3 (L02P26),Dissolved,Dimethoate,NA,0,ng/L,ORANGE CO,4809.278034996831,0,0
L02-166-3 (L02P26),Dissolved,Dimethoate,NA,0,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,0,0
J01-9273-1 (J01ASVM),Total,Dimethoate,<,5,ng/L,NA,NA,NA,NA
J01-9273-1 (J01ASVM),Dissolved,Dimethoate,NA,0,ng/L,NA,NA,NA,NA
L02-246-1 (L11P01),Total,Dimethoate,NA,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,615615.8297142858,2052052.7657142861,1.2810536287275414e-4
L02-246-1 (L11P01),Total,Dimethoate,NA,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,600136.1279999999,2000453.7599999998,1.2488414485080864e-4
SC1-2,Total,Dimethoate,NA,3.3333333333333335,ng/L,NA,NA,NA,NA
L02-641-1,Total,Dimethoate,NA,3.3333333333333335,ng/L,ORANGE CO,1013.3313152860796,3377.771050953599,2.1086718305358752e-7
L02-641-1,Total,Dimethoate,NA,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,171354.6686261088,571182.228753696,3.565771207422674e-5
L02-641-2,Total,Dimethoate,NA,3.3333333333333335,ng/L,ORANGE CO,2161.9407973799575,7206.469324599859,4.498848096325095e-7
L02-641-2,Total,Dimethoate,NA,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,365584.9210775861,1218616.403591954,7.607567368302933e-5
L02-641-2,Total,Dimethoate,NA,3.3333333333333335,ng/L,ORANGE CO,25324.72586215625,84415.75287385417,5.269898920127237e-6
L02-641-2,Total,Dimethoate,NA,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,4282419.720673211,14274732.402244037,8.911416922870418e-4
L02-166-3 (L02P26),Total,Dimethoate,NA,3.3333333333333335,ng/L,ORANGE CO,4809.278034996831,16030.92678332277,1.0007772349115375e-6
L02-166-3 (L02P26),Total,Dimethoate,NA,3.3333333333333335,ng/L,RANCHO SANTA MARGARITA,851624.6187073421,2838748.7290244736,1.7721714670902532e-4
J01-9992-1 (J01P27),Total,Dimethoate,NA,3.3333333333333335,ng/L,ALISO VIEJO,39297.39287168602,130991.30957228673,8.177513525142702e-6
J01-9992-1 (J01P27),Total,Dimethoate,NA,3.3333333333333335,ng/L,ORANGE CO,115.26310269575279,384.210342319176,2.3985448203195035e-8
J01-9007-1 (J02P05),Total,Dimethoate,NA,3.3333333333333335,ng/L,ALISO VIEJO,480980.7288160326,1603269.096053442,1.0008873688055809e-4
J01-9007-1 (J02P05),Total,Dimethoate,NA,3.3333333333333335,ng/L,ORANGE CO,8845.065025712363,29483.55008570788,1.8405963753041783e-6
M02-085-1 (M02P06),Total,Dimethoate,NA,3.3333333333333335,ng/L,ORANGE CO,882.9940915990373,2943.313638663458,1.837449153497094e-7
M02-085-1 (M02P06),Total,Dimethoate,NA,3.3333333333333335,ng/L,SAN CLEMENTE,1273499.0217904504,4244996.739301502,2.650062692187092e-4
M02-085-2,Total,Dimethoate,NA,3.3333333333333335,ng/L,SAN CLEMENTE,7194886.431264,23982954.770880003,0.0014972057127463777
M02-032-1,Total,Dimethoate,NA,3.3333333333333335,ng/L,SAN CLEMENTE,4802274.773279999,16007582.577599999,9.993199049661008e-4
M01-042-1 (M01S01),Total,Dimethoate,NA,3.3333333333333335,ng/L,SAN CLEMENTE,1076085.79450752,3586952.6483584004,2.2392595273513458e-4
J01-9377-1,Total,Disulfoton,<,1,ng/L,LAKE FOREST,193643.67839086507,193643.67839086507,1.20887698906913e-5
J01-9377-1,Total,Disulfoton,<,1,ng/L,MISSION VIEJO,3801.919024571975,3801.919024571975,2.3734585406047658e-7
J01-10004-1 (J01P01),Total,Disulfoton,<,1,ng/L,LAKE FOREST,987247.432440811,987247.432440811,6.163179265714553e-5
J01-9377-1,Dissolved,Disulfoton,NA,0,ng/L,LAKE FOREST,193643.67839086507,0,0
J01-9377-1,Dissolved,Disulfoton,NA,0,ng/L,MISSION VIEJO,3801.919024571975,0,0
J01-10004-1 (J01P01),Dissolved,Disulfoton,NA,0,ng/L,LAKE FOREST,987247.432440811,0,0
L04-266-5,Total,Disulfoton,<,1,ng/L,MISSION VIEJO,6892314.547799999,6892314.547799999,4.30272783883188e-4
L04-672-1,Total,Disulfoton,<,1,ng/L,MISSION VIEJO,2251802.3628672,2251802.3628672,1.4057531250294964e-4
I01-11343-2 (I02P18),Total,Disulfoton,<,1,ng/L,LAGUNA WOODS,45186.8173673994,45186.8173673994,2.8209185127365017e-6
L04-672-1,Dissolved,Disulfoton,NA,0,ng/L,MISSION VIEJO,2251802.3628672,0,0
L04-266-5,Dissolved,Disulfoton,NA,0,ng/L,MISSION VIEJO,6892314.547799999,0,0
I01-11343-2 (I02P18),Dissolved,Disulfoton,NA,0,ng/L,LAGUNA WOODS,45186.8173673994,0,0
L03-662-3 (L03P16),Total,Disulfoton,<,1,ng/L,MISSION VIEJO,728306.7412500001,728306.7412500001,4.546666680767739e-5
L03-214-2 (L03P18),Total,Disulfoton,<,1,ng/L,MISSION VIEJO,9795374.37498252,9795374.37498252,6.115047379616594e-4
L03-214-2 (L03P18),Total,Disulfoton,<,1,ng/L,RANCHO SANTA MARGARITA,466591.0148327202,466591.0148327202,2.9128301312225902e-5
L03-316-3 (L03P12),Total,Disulfoton,<,1,ng/L,MISSION VIEJO,7413529.826236038,7413529.826236038,4.628111637408963e-4
L03-662-3 (L03P16),Dissolved,Disulfoton,NA,0,ng/L,MISSION VIEJO,728306.7412500001,0,0
L03-316-3 (L03P12),Dissolved,Disulfoton,NA,0,ng/L,MISSION VIEJO,7413529.826236038,0,0
L03-214-2 (L03P18),Dissolved,Disulfoton,NA,0,ng/L,MISSION VIEJO,9795374.37498252,0,0
L03-214-2 (L03P18),Dissolved,Disulfoton,NA,0,ng/L,RANCHO SANTA MARGARITA,466591.0148327202,0,0
L03-418-8,Total,Disulfoton,<,1,ng/L,LAGUNA NIGUEL,251888.61272336388,251888.61272336388,1.5724879338182663e-5
L03-418-8,Total,Disulfoton,<,1,ng/L,MISSION VIEJO,2298480.77152387,2298480.77152387,1.4348934794063193e-4
K01-12177-1 (K01P07),Total,Disulfoton,<,1,ng/L,LAGUNA NIGUEL,4657608.619114088,4657608.619114088,2.9076476601379606e-4
K01-12156-4 (SCNK01),Total,Disulfoton,NA,0,ng/L,NA,NA,NA,NA
J03-9221-1 (J03P02),Total,Disulfoton,<,1,ng/L,LAGUNA NIGUEL,3303913.5360000003,3303913.5360000003,2.0625641284723894e-4
J01-9224-1 (J01P24),Total,Disulfoton,<,1,ng/L,ALISO VIEJO,3068.504293817672,3068.504293817672,1.9156030614996795e-7
J01-9224-1 (J01P24),Total,Disulfoton,<,1,ng/L,LAGUNA NIGUEL,184232.00687644104,184232.00687644104,1.150121891990777e-5
J01-9224-2 (J01P25),Total,Disulfoton,<,1,ng/L,ALISO VIEJO,31988.268700029792,31988.268700029792,1.9969607204822916e-6
J01-9224-2 (J01P25),Total,Disulfoton,<,1,ng/L,LAGUNA NIGUEL,1920565.3226501578,1920565.3226501578,1.1989687677123933e-4
L03-418-8,Dissolved,Disulfoton,NA,0,ng/L,LAGUNA NIGUEL,251888.61272336388,0,0
L03-418-8,Dissolved,Disulfoton,NA,0,ng/L,MISSION VIEJO,2298480.77152387,0,0
K01-12177-1 (K01P07),Dissolved,Disulfoton,NA,0,ng/L,LAGUNA NIGUEL,4657608.619114088,0,0
J03-9221-1 (J03P02),Dissolved,Disulfoton,NA,0,ng/L,LAGUNA NIGUEL,3303913.5360000003,0,0
J01-9224-1 (J01P24),Dissolved,Disulfoton,NA,0,ng/L,ALISO VIEJO,3068.504293817672,0,0
J01-9224-1 (J01P24),Dissolved,Disulfoton,NA,0,ng/L,LAGUNA NIGUEL,184232.00687644104,0,0
J01-9224-2 (J01P25),Dissolved,Disulfoton,NA,0,ng/L,ALISO VIEJO,31988.268700029792,0,0
J01-9224-2 (J01P25),Dissolved,Disulfoton,NA,0,ng/L,LAGUNA NIGUEL,1920565.3226501578,0,0
L01-404-1,Total,Disulfoton,<,1,ng/L,ORANGE CO,607900.6394999999,607900.6394999999,3.794996567089719e-5
L01-340-1,Total,Disulfoton,<,1,ng/L,ORANGE CO,294000.5583070091,294000.5583070091,1.8353840035688276e-5
L01-340-1,Total,Disulfoton,<,1,ng/L,RANCHO SANTA MARGARITA,3611.8316279502988,3611.8316279502988,2.254790954036734e-7
