"","OBJECTID.x","Location.Description","Size.1","Last.Update.Date","Last.Editor","Size.2","Size.3","CatchID","DrainID","Inspection.Status","Facility.Type","Jurisdiction","Watershed.Management.Area","GlobalID","PRIORITY","Flow.Monitoring.Status","Flow.Monitoring.Deploy.Date","Flow.Monitoring.Return.Date","Next.Inspection.Date","POINT_X","POINT_Y","Persistent.Flow","Facility.Identifier.x","Survey.Link","Outfall.Capture.Feasibility.Study","Dry.Weather.Samples","Accessibility","Flow.Measurement.Count","Last.Discharge.Observation","Last.Discharge.Measurement.Trend","AVGFLOWWIDTH","AVGFLOWDEPTH","AVGFLOWVEL","AVGDISCHARGE","MAXDISCHARGE","MINDISCHARGE","GlobalID.y","Created.User","Created.Date","Last.Edited.User","Last.Edited.Date","OBJECTID.y","Area..Acres.","Facility.Identifier.y","Shape.STArea..","Shape.STLength.."
"92",104,"",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11503,"I01","Verified","Outfall","Aliso Viejo","South","{8617AFA3-52A5-463C-8916-03BC38AAFBC4}","Not A Priority","","","",NA,-117.7493187,33.5934822,"Yes","I01-11503-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8617AFA3-52A5-463C-8916-03BC38AAFBC4}&field:Station=I01-11503-3","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{3055F443-0F80-4F26-B81C-EF82EE3AB57F}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1114,90.98036764,"I01-11503-3",3963092.462,9814.953501
"93",105,"",24,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11503,"I01","Verified","Outfall","Aliso Viejo","South","{DC6652FF-B6B9-477F-B8FC-2544DA8985BA}","Not A Priority","","","",NA,-117.7494258,33.59357396,"","I01-11503-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DC6652FF-B6B9-477F-B8FC-2544DA8985BA}&field:Station=I01-11503-1","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{B914ED91-A0EE-4E77-9A74-18FCCFDF63E8}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1112,2.33416234,"I01-11503-1",101675.7939,2022.171412
"94",106,"",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11093,"I01","Verified","Outfall","Laguna Beach","South","{50B8F0F5-D3AB-43AA-9466-0350D018EEA8}","Not A Priority","","","",NA,-117.7697325,33.56267164,"Unknown","I01-11093-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={50B8F0F5-D3AB-43AA-9466-0350D018EEA8}&field:Station=I01-11093-2","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{191552D6-D455-4BA5-BCF4-ADFD30DC0237}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1101,296.7809007,"I01-11093-2",12927735.75,16833.67633
"95",107,"Left pipe",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11015,"I01","Verified","Outfall","Laguna Beach","South","{7466B2A4-CC2D-4862-BC7C-0ABA52F841B0}","Not A Priority","","","",NA,-117.7815571,33.54790609,"Unknown","I01-11015-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={7466B2A4-CC2D-4862-BC7C-0ABA52F841B0}&field:Station=I01-11015-2","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{E8050295-C6A8-494E-BA64-8E3402C049DA}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1089,245.3779599,"I01-11015-2",10688630.63,17947.60502
"96",108,"",NA,"2021-07-16 18:12:34","OCENVRESUSER",12,62,11487,"I01","Verified","Box","Laguna Beach","South","{5950041F-4A9F-49ED-994B-C50CD46C105C}","Not A Priority","","","",NA,-117.7852577,33.54221573,"Unknown","I01-11487-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={5950041F-4A9F-49ED-994B-C50CD46C105C}&field:Station=I01-11487-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{4BFBE6C0-81B4-4473-95A9-E78EACE74B62}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1108,5606.221578,"I01-11487-1",244206251,127335.9739
"97",109,"",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11487,"I01","Verified","Outfall","Laguna Beach","South","{04035718-9418-4D9D-BE25-7FB1C35BC0A0}","Priority","Complete","","",NA,-117.7835203,33.54099301,"Unknown","I01-11487-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={04035718-9418-4D9D-BE25-7FB1C35BC0A0}&field:Station=I01-11487-2","No","No","Easily accessible",2,0.003375,"Below Average Discharge",0.525,0.02,4.75,0.037687,0.072,0.003375,"{476EC098-0D7F-4A9B-9375-277B463E6FBB}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1109,134.7247304,"I01-11487-2",5868590.977,16265.54479
"98",110,"Cleo (I02P02)",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11453,"I00","Verified","Outfall","Laguna Beach","South","{171AC70D-B722-42FD-9ADA-813B331846A7}","Not A Priority","","","",NA,-117.7805154,33.53709679,"Unknown","I00-11453-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={171AC70D-B722-42FD-9ADA-813B331846A7}&field:Station=I00-11453-1","No","No","Easily accessible",5,0.0041,"Below Average Discharge",0.572,0.022,4.44,0.036131,0.108,0.0041,"{7B28D60E-3E6A-4BCC-A9E4-0F183253D8E2}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1083,342.0895419,"I00-11453-1",14901374.01,25421.93714
"99",111,"Main beach Laguna",24,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11019,"LC06","Verified","Outfall","Laguna Beach","South","{0430234A-5558-4ABE-8641-CADA1ADA1BC5}","Not A Priority","","","",NA,-117.7866868,33.54274252,"Yes","LC06-11019-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0430234A-5558-4ABE-8641-CADA1ADA1BC5}&field:Station=LC06-11019-2","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{C8800BE0-5191-43C8-B362-299E2FAB63C7}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1403,5.05143564,"LC06-11019-2",220039.8486,2414.721501
"100",112,"Heisler Rockpile Beach",24,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11509,"LC06","Verified","Outfall","Laguna Beach","South","{33142BAF-4557-481B-875A-E7A3CFFBFCB1}","Not A Priority","","","",NA,-117.790788,33.54345981,"Yes","LC06-11509-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={33142BAF-4557-481B-875A-E7A3CFFBFCB1}&field:Station=LC06-11509-2","No","No","Difficult accessibility",5,0.004,"Below Average Discharge",0.36,0.022,3.6,0.01736,0.036,0.004,"{4E5B0922-9A5E-4450-9521-4E26BBB9354F}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1405,51.8633,"LC06-11509-2",2259158.309,9231.426616
"101",113,"Heisler",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11509,"LC06","Verified","Outfall","Laguna Beach","South","{B9F491F5-EA94-4C62-9749-FF5934F6CB9E}","Not A Priority","","","",NA,-117.7931223,33.54430895,"Unknown","LC06-11509-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B9F491F5-EA94-4C62-9749-FF5934F6CB9E}&field:Station=LC06-11509-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{5F50BD04-7FF0-47D3-BC31-AD27A7E81FC1}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1404,22.65181966,"LC06-11509-1",986710.1943,7910.879169
"102",114,"fisherman cove",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11508,"LC02","Verified","Outfall","Laguna Beach","South","{39B42BE3-2E3A-4C89-B9C2-10A02F3B465A}","Priority","","","",NA,-117.7953219,33.54553581,"Yes","LC02-11508-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={39B42BE3-2E3A-4C89-B9C2-10A02F3B465A}&field:Station=LC02-11508-2","No","Yes","Easily accessible",13,0.048,"Above Average Discharge",0.36153846,0.03423076,4,0.024873,0.066,0.004421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",115,"Fisherman cove",18,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11508,"LC02","Verified","Outfall","Laguna Beach","South","{E5CFCDE1-7BAE-4901-A42D-4AD15D2A7198}","Not A Priority","","","",NA,-117.7958042,33.54555888,"Unknown","LC02-11508-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={E5CFCDE1-7BAE-4901-A42D-4AD15D2A7198}&field:Station=LC02-11508-1","No","No","Easily accessible",1,0.016,"",0.4,0.02,3,0.016,0.016,0.016,"{F88D3A52-BC14-4946-80DF-5967F68E88E8}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1398,11.39626587,"LC02-11508-1",496419.7979,3870.477244
"104",116,"BLUBRD",84,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11518,"I00","Verified","Outfall","Laguna Beach","South","{77142EB8-ED5A-457E-A15B-0DA4FE92CCF2}","Not A Priority","","","",NA,-117.7733308,33.52971644,"Unknown","I00-11518-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={77142EB8-ED5A-457E-A15B-0DA4FE92CCF2}&field:Station=I00-11518-1","No","No","Easily accessible",4,0.576,"Above Average Discharge",3.515,0.115,9.25,0.258485,0.576,0.028,"{40EC6E25-9920-4D93-A7ED-E4A50EF8C49B}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1085,645.1606654,"I00-11518-1",28103111.02,28992.50796
"105",117,"",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11437,"I00","Verified","Outfall","Laguna Beach","South","{0D61E2AD-DA3C-4EE6-AD1B-32E44854CAA2}","Not A Priority","","","",NA,-117.7702547,33.53349571,"Yes","I00-11437-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={0D61E2AD-DA3C-4EE6-AD1B-32E44854CAA2}&field:Station=I00-11437-1","No","No","Difficult accessibility",3,0.05,"Below Average Discharge",1.6,0.08333333,9,0.086666,0.135,0.05,"{64C00461-CB8D-43B0-98B9-D727A44A0C97}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1082,605.1920824,"I00-11437-1",26362084.96,25902.19174
"106",118,"Bluebird Canyon Ln",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11468,"I00","Verified","Outfall","Laguna Beach","South","{60A6CD6E-DA16-422B-8EDA-6D2EFD365167}","Priority","","","",NA,-117.7690133,33.53565787,"Yes","I00-11468-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={60A6CD6E-DA16-422B-8EDA-6D2EFD365167}&field:Station=I00-11468-1","No","Yes","Difficult accessibility",12,0.3,"Above Average Discharge",0.67916666,0.0525,6.475,0.044459,0.3,0.0024,"{33451BAD-71CF-4456-A446-349A0BE0688F}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1084,223.3367999,"I00-11468-1",9728520.695,19812.98839
"107",119,"",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11455,"LC03","Verified","Outfall","Laguna Beach","South","{16A35176-6475-42BD-B219-3F6E453EAFF9}","Not A Priority","","","",NA,-117.7658247,33.5234816,"","LC03-11455-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={16A35176-6475-42BD-B219-3F6E453EAFF9}&field:Station=LC03-11455-1","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,"{C1E4A943-8A39-49A8-A62D-66C8477DC93B}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1400,47.51609792,"LC03-11455-1",2069794.773,8674.028304
"108",120,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11077,"I01","Verified","Outfall","Laguna Beach","South","{B9DC0E18-53B8-47A3-A9E6-B022A6119F8C}","Not A Priority","","","",NA,-117.7678685,33.56314232,"Unknown","I01-11077-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={B9DC0E18-53B8-47A3-A9E6-B022A6119F8C}&field:Station=I01-11077-2","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",121,"",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11109,"I01","Not-Found","Outfall","Laguna Beach","South","{2EB8A685-290A-4ED8-B24F-0FA0D91C0A22}","Not A Priority","","","",NA,-117.7628354,33.57142855,"","I01-11109-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={2EB8A685-290A-4ED8-B24F-0FA0D91C0A22}&field:Station=I01-11109-1","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",122,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11502,"I01","Verified","Outfall","Aliso Viejo","South","{C081E89B-5CDA-439B-97FB-CCA6D19E46F4}","Not A Priority","","","",NA,-117.7484889,33.59564552,"Yes","I01-11502-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={C081E89B-5CDA-439B-97FB-CCA6D19E46F4}&field:Station=I01-11502-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{B66F986D-F19C-463E-9943-BB6CB63FFA3F}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1110,25.92502892,"I01-11502-1",1129290.74,4317.504632
"111",123,"",30,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11502,"I01","Verified","Outfall","Aliso Viejo","South","{70EE0AAA-D500-4075-9013-822E6A859B00}","Not A Priority","","","",NA,-117.747963,33.59733066,"","I01-11502-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={70EE0AAA-D500-4075-9013-822E6A859B00}&field:Station=I01-11502-2","No","No","",NA,NA,"",NA,NA,NA,NA,NA,NA,"{48F389AA-1AB1-4124-886A-E0AD00E6DFC5}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1111,11.59838159,"I01-11502-2",505223.9297,3055.187851
"112",124,"I02P13",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11216,"I01","Verified","Outfall","Aliso Viejo","South","{407CFB17-3B6F-4280-9700-B0FD229A0C5E}","Not A Priority","","","",NA,-117.7472414,33.59874987,"Yes","I01-11216-1 (I02P13)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={407CFB17-3B6F-4280-9700-B0FD229A0C5E}&field:Station=I01-11216-1 (I02P13)","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{B3E7EA28-F547-4D00-9604-062A56FC2343}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1102,231.3139001,"I01-11216-1",10076002.09,18494.5883
"113",125,"I02P12",60,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11216,"I01","Verified","Outfall","Aliso Viejo","South","{3E6152B4-AA12-4483-A315-F2A09982301C}","Not A Priority","","","",NA,-117.7472017,33.59875002,"Yes","I01-11216-2 (I02P12)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={3E6152B4-AA12-4483-A315-F2A09982301C}&field:Station=I01-11216-2 (I03P12)","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",126,"",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11216,"I01","Verified","Outfall","Aliso Viejo","South","{DB80E054-4D2C-4D53-8065-26F13D35FE95}","Not A Priority","","","",NA,-117.7470641,33.59871601,"Yes","I01-11216-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DB80E054-4D2C-4D53-8065-26F13D35FE95}&field:Station=I01-11216-3","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{66EB3FBD-F95C-4228-B494-57DAA9287D6B}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1103,4.87418855,"I01-11216-3",212318.9922,3581.122698
"115",127,"I02P14",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11216,"I01","Verified","Outfall","Aliso Viejo","South","{BD8B9607-5DAE-4D8D-9B8E-9B2DC1C2A8C1}","Not A Priority","","","",NA,-117.7462112,33.59823241,"Yes","I01-11216-4 (I02P14)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BD8B9607-5DAE-4D8D-9B8E-9B2DC1C2A8C1}&field:Station=I01-11216-4 (I02P14)","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{26AF41DB-E22D-404E-85CD-B6D99E6625D3}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1104,66.5562155,"I01-11216-4",2899179.714,12607.52048
"116",128,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,11217,"I01","Verified","Outfall","Aliso Viejo","South","{6731B5BE-BAEC-490D-90D1-2CBFABE191C3}","Not A Priority","","","",NA,-117.7462887,33.59737837,"Yes","I01-11217-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={6731B5BE-BAEC-490D-90D1-2CBFABE191C3}&field:Station=I01-11217-1","No","No","Easily accessible",4,0.009,"Above Average Discharge",0.4,0.01125,14.25,0.004,0.009,0.00075,"{66BCB989-66B4-4B75-AC28-2F95E0F05CA8}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1105,35.66443538,"I01-11217-1",1553537.966,6252.577812
"117",129,"",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,72,"SC02","Verified","Culvert","San Clemente","South","{8A0FEF34-0DE6-4AF1-B1AB-92EF23F35237}","Not A Priority","","","",NA,-117.6029854,33.40068822,"Unknown","SC02-072-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8A0FEF34-0DE6-4AF1-B1AB-92EF23F35237}&field:Station=SC02-072-1","No","No","Easily accessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{7FB7204C-05C0-44B4-9E44-4E8080498880}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1442,4.79491375,"SC02-072-1",208865.7891,2364.826154
"118",130,"",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,67,"SC03","Not-Found","Outfall","San Clemente","South","{DF47329E-F77E-4599-B57A-8EFF91BAFFDD}","Not A Priority","","","",NA,-117.6017555,33.40730978,"","SC03-067-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DF47329E-F77E-4599-B57A-8EFF91BAFFDD}&field:Station=SC03-067-2","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{557DAC05-C1D3-4261-A708-2542903261F1}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1444,128.1943788,"SC03-067-2",5584129.735,15439.27893
"119",131,"M00S05",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,90,"SC04","Verified","Outfall","San Clemente","South","{DE2C9C7C-1EC0-4399-BB37-7C16CCCA15B9}","Not A Priority","","","",NA,-117.5951676,33.41386799,"Unknown","SC04-090-1 (M00S05)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={DE2C9C7C-1EC0-4399-BB37-7C16CCCA15B9}&field:Station=SC04-090-1 (M00S05)","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,"{7C1A83EC-B7C4-418D-990A-7E8C1BAC354E}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1445,287.485611,"SC04-090-1",12522834.19,19717.86353
"120",132,"M00S05",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,90,"SC04","Verified","Outfall","San Clemente","South","{F00D1386-0BD2-47E9-BB27-849EC6EB3B4C}","Not A Priority","","","",NA,-117.5949957,33.41381869,"Unknown","SC04-090-2 (M00S05)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={F00D1386-0BD2-47E9-BB27-849EC6EB3B4C}&field:Station=SC04-090-2 (M00S05)","No","No","Unaccessible",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",133,"M00S04",78,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,71,"M00.1","Verified","Culvert","San Clemente","South","{D7B69E59-C893-43BC-BCD9-DE0F3CA1D33B}","Not A Priority","","","",NA,-117.6094418,33.4084653,"Yes","M00.1-071-1 (M00S04)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={D7B69E59-C893-43BC-BCD9-DE0F3CA1D33B}&field:Station=M00.1-071-1 (M00S04)","No","No","Easily accessible",2,0.157414,"Above Average Discharge",0.815,0.065,13.74,0.080707,0.157414,0.004,"{20C16757-BE01-4CBB-9A05-DB944F408747}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1410,419.9903364,"M00.1-071-1 (M00S04)",18294722.05,25712.58235
"122",134,"M00S04",72,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,71,"M00.1","Verified","Outfall","San Clemente","South","{8E421913-F6B8-41F6-B51D-B3916452A11D}","Not A Priority","","","",NA,-117.6086379,33.40925249,"Yes","M00.1-071-2 (M00S04)","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={8E421913-F6B8-41F6-B51D-B3916452A11D}&field:Station=M00.1-071-2 (M00S04)","No","No","Easily accessible",4,0.264,"Above Average Discharge",1.2875,0.06,22.4425,0.108184,0.264,6e-04,"{75F09672-40E0-4814-B734-3F254E9535B9}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1411,416.859609,"M00.1-071-2 (M00S04)",18158347.99,24558.41661
"123",135,"",36,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,70,"M00.1","Verified","Outfall","San Clemente","South","{BA45F332-A94D-4D87-A061-4F0DFA9237AB}","Not A Priority","","","",NA,-117.6077977,33.41344024,"Unknown","M00.1-070-1","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={BA45F332-A94D-4D87-A061-4F0DFA9237AB}&field:Station=M00.1-070-1","No","No","Private property",NA,NA,"",NA,NA,NA,NA,NA,NA,"{AD104321-B71E-4DE7-B752-9F16008C418F}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1406,25.42694054,"M00.1-070-1",1107594.075,5372.540924
"124",136,"",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,70,"M00.1","Verified","Outfall","San Clemente","South","{124D173A-326D-44F2-984D-99EDBEB66658}","Not A Priority","","","",NA,-117.6075126,33.41363124,"Unknown","M00.1-070-2","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={124D173A-326D-44F2-984D-99EDBEB66658}&field:Station=M00.1-070-2","No","No","Private property",NA,NA,"",NA,NA,NA,NA,NA,NA,"{03A1FA79-644F-4BDD-8F52-B32602E78A67}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1407,192.8610569,"M00.1-070-2",8401001.468,17605.12331
"125",137,"San Clemente",48,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,70,"M00.1","Verified","Outfall","San Clemente","South","{A8C3A9D9-CAAA-442E-9D37-D220C50F2F69}","Not A Priority","Complete","2016-09-01 0:00:00","2016-09-27 0:00:00",NA,-117.6059611,33.41622631,"Unknown","M00.1-070-4","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={A8C3A9D9-CAAA-442E-9D37-D220C50F2F69}&field:Station=M00.1-070-4","No","No","Difficult accessibility",NA,NA,"",NA,NA,NA,NA,NA,NA,"{B4091CCF-1394-4B35-BFC8-AA5B779B2077}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1409,137.0917445,"M00.1-070-4",5971697.789,18799.49684
"126",138,"6x6 box channel San Clemente",42,"2021-07-16 18:12:34","OCENVRESUSER",NA,NA,70,"M00.1","Verified","Outfall","San Clemente","South","{99C106FF-42C9-4E09-9F9D-F0122873E0B9}","Not A Priority","Complete","2016-09-01 0:00:00","2016-09-27 0:00:00",NA,-117.6060395,33.41588762,"Unknown","M00.1-070-3","https://survey123.arcgis.com/share/04282b07d91c48dda7ccfd969221369a?open=menu&field:swDischargePointGUID={99C106FF-42C9-4E09-9F9D-F0122873E0B9}&field:Station=M00.1-070-3","No","No","Private property",NA,NA,"",NA,NA,NA,NA,NA,NA,"{8F3A3455-091B-4C20-86B5-C95A21B17439}","OCENVRESUSER","2019-06-26 20:29:19","OCENVRESUSER","2020-01-14 18:44:14",1408,49.7530588,"M00.1-070-3",2167236.486,7909.864964
