Station,area_acres,station,Rain_Gage_Total,Rain_Event_Total,HSN,Fraction,Sample Type,Collected Date,Composite Begin.x,Composite End.x,Composite Start Time,Composite End Time,Composite Begin.y,Composite End.y,Stormflow Volume -cf,Stormwater Volume (acre-ft)_RCandCF,RC_Group,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Acenaphthene,Acenaphthylene,Aldrin,"Ammonia, as Nitrogen",Anthracene,"Arsenic, Total",Azinphos Methyl,Benz[a]anthracene,Benzo[a]pyrene,Benzo[b]fluoranthene,"Benzo[g,h,i]perylene",Benzo[k]fluoranthene,BHC-alpha,BHC-beta,BHC-delta,BHC-gamma,Biphenyl,Bolstar (Sulprofos),"Cadmium, Total",Chlordane-alpha,Chlordane-gamma,Chloride,Chlorpyrifos,"Chromium, Total",Chrysene,"Copper, Total",d10-Acenaphthene,d10-Phenanthrene,d12-Chrysene,d12-Perylene,d8-Naphthalene,Demeton,Diazinon,"Dibenz[a,h]anthracene",Dibenzothiophene,Dichlorvos,Dieldrin,Dimethoate,Dissolved Organic Carbon,Disulfoton,E. coli,Endosulfan-I,Endosulfan-II,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Enterococcus,Ethoprop (Ethoprofos),Ethyl Parathion,Fecal coliforms,Fenchlorphos (Ronnel),Fensulfothion,Fenthion,Fluoranthene,Fluorene,"Hardness as CaCO3, Total",Heptachlor,Heptachlor Epoxide,"Indeno[1,2,3-cd]pyrene","Iron, Total","Lead, Total","Magnesium, Total",Malathion,"Manganese, Total",MBAS,"Mercury, Total",Merphos,Methoxychlor,Methyl Parathion,Mevinphos (Phosdrin),Mirex,Naphthalene,"Nickel, Total",Nitrate + Nitrite as N,"Nitrogen, Total Kjeldahl",Orthophosphate as P,PCB030,PCB112,PCB198,Phenanthrene,Phorate,Pyrene,"Selenium, Total","Silver, Total",Sulfate,TCMX,Temperature,Tetrachlorvinphos (Stirofos),"Thallium, Total",TN,Tokuthion (Prothiofos),Total Coliforms,Total Dissolved Solids,Total Organic Carbon (TOC),Toxaphene,TP,trans-Nonachlor,Trichloronate,TSS,VSS,"Zinc, Total",<NA>
J07-9109-4 (J07P02),394.92574829,ELTORO,27.13,4.34,2572002,Total,Composite,2022-11-09T08:55:00Z,2022-11-07,2022-11-08,2022-11-07T16:40:00Z,2022-11-08T15:55:00Z,2022-11-07,2022-11-08,28619.4,0.8650523303136607,Streets and Roads,1.116864471813768e-6,1.116864471813768e-6,1.116864471813768e-6,1.116864471813768e-6,1.116864471813768e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,0.17869831549020293,2.792161179534421e-6,0.0020661992728554716,5.584322359068842e-6,NA,NA,NA,2.278403522500076e-5,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,NA,2.233728943627536e-6,5.137576570343334e-4,1.116864471813768e-6,1.116864471813768e-6,77.06364855515001,5.58432235906884e-7,0.001954512825674089,9.135951379436623e-6,0.014519238133578988,4.1323985457109426e-5,6.812873278063986e-5,6.366127489338479e-5,6.812873278063986e-5,6.477813936519856e-5,1.116864471813768e-6,5.58432235906884e-7,2.792161179534421e-6,6.846379212218399e-6,3.3505934154413047e-6,1.116864471813768e-6,5.584322359068842e-6,12.285509189951453,1.116864471813768e-6,NA,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,NA,1.116864471813768e-6,1.1168644718137684e-5,NA,2.233728943627536e-6,1.116864471813768e-6,2.233728943627536e-6,7.85155723685079e-6,2.792161179534421e-6,168.64653524387901,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,0.4015127776170497,5.137576570343333e-4,0.012173822742770075,2.792161179534421e-6,0.014742611027941742,0.13402373661765218,2.792161179534421e-5,1.116864471813768e-6,2.792161179534421e-6,1.116864471813768e-6,5.584322359068842e-6,2.792161179534421e-6,1.0275153140686658e-5,0.0030713772974878635,1.6752967077206524,1.3402373661765221,0.26804747323530437,5.919381700612971e-5,6.812873278063986e-5,6.477813936519856e-5,6.589500383701233e-6,5.584322359068842e-6,2.1108738517280108e-5,6.589500383701234e-4,1.1168644718137684e-4,134.0237366176522,1.116864471813768e-6,NA,2.233728943627536e-6,1.1168644718137684e-4,3.0155340738971748,3.3505934154413047e-6,NA,469.08307816178274,13.40237366176522,5.104070636188921e-5,0.40075330977621637,1.116864471813768e-6,1.116864471813768e-6,26.80474732353044,8.599856432966018,0.08934915774510148,NA
J07-9109-4 (J07P02),394.92574829,ELTORO,27.13,4.34,2572002,Total,Composite,2022-11-09T08:55:00Z,2022-11-07,2022-11-08,2022-11-07T16:40:00Z,2022-11-08T15:55:00Z,2022-11-07,2022-11-08,28619.4,1.3529619291978925,Single Family Residential,1.116864471813768e-6,1.116864471813768e-6,1.116864471813768e-6,1.116864471813768e-6,1.116864471813768e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,0.17869831549020293,2.792161179534421e-6,0.0020661992728554716,5.584322359068842e-6,NA,NA,NA,2.278403522500076e-5,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,NA,2.233728943627536e-6,5.137576570343334e-4,1.116864471813768e-6,1.116864471813768e-6,77.06364855515001,5.58432235906884e-7,0.001954512825674089,9.135951379436623e-6,0.014519238133578988,4.1323985457109426e-5,6.812873278063986e-5,6.366127489338479e-5,6.812873278063986e-5,6.477813936519856e-5,1.116864471813768e-6,5.58432235906884e-7,2.792161179534421e-6,6.846379212218399e-6,3.3505934154413047e-6,1.116864471813768e-6,5.584322359068842e-6,12.285509189951453,1.116864471813768e-6,NA,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,NA,1.116864471813768e-6,1.1168644718137684e-5,NA,2.233728943627536e-6,1.116864471813768e-6,2.233728943627536e-6,7.85155723685079e-6,2.792161179534421e-6,168.64653524387901,2.792161179534421e-6,2.792161179534421e-6,2.792161179534421e-6,0.4015127776170497,5.137576570343333e-4,0.012173822742770075,2.792161179534421e-6,0.014742611027941742,0.13402373661765218,2.792161179534421e-5,1.116864471813768e-6,2.792161179534421e-6,1.116864471813768e-6,5.584322359068842e-6,2.792161179534421e-6,1.0275153140686658e-5,0.0030713772974878635,1.6752967077206524,1.3402373661765221,0.26804747323530437,5.919381700612971e-5,6.812873278063986e-5,6.477813936519856e-5,6.589500383701233e-6,5.584322359068842e-6,2.1108738517280108e-5,6.589500383701234e-4,1.1168644718137684e-4,134.0237366176522,1.116864471813768e-6,NA,2.233728943627536e-6,1.1168644718137684e-4,3.0155340738971748,3.3505934154413047e-6,NA,469.08307816178274,13.40237366176522,5.104070636188921e-5,0.40075330977621637,1.116864471813768e-6,1.116864471813768e-6,26.80474732353044,8.599856432966018,0.08934915774510148,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,NA,2570004,Total,Grab,2022-11-08T09:36:00Z,NA,NA,NA,NA,NA,NA,8460,NA,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,NA,2570004,Total,Grab,2022-11-08T09:36:00Z,NA,NA,NA,NA,NA,NA,8460,NA,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,NA,2570004,Total,Grab,2022-11-08T09:36:00Z,NA,NA,NA,NA,NA,NA,8460,NA,Developed Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,NA,2570004,Total,Grab,2022-11-08T09:36:00Z,NA,NA,NA,NA,NA,NA,8460,NA,Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,NA,2570004,Total,Grab,2022-11-08T09:36:00Z,NA,NA,NA,NA,NA,NA,8460,NA,Multi-family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,NA,2570004,Total,Grab,2022-11-08T09:36:00Z,NA,NA,NA,NA,NA,NA,8460,NA,Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,NA,2570004,Total,Grab,2022-11-08T09:36:00Z,NA,NA,NA,NA,NA,NA,8460,NA,Single Family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,NA,2570004,Total,Grab,2022-11-08T09:36:00Z,NA,NA,NA,NA,NA,NA,8460,NA,Streets and Roads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,0.00185927390224378,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,0.00629196675884342,Agriculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,0.00706153422685328,Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,0.24043682356426507,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,0.6076243782969943,Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,1.906388125222498,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,2.6374222723551,Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,2.944838872104744,Developed Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,7.251214191845979,Developed Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,7.562409276299217,Multi-family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,13.013694091791717,Streets and Roads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
K01-12156-4,1412.69395318,SULPHURCREEK,26.64,3.54,2572008,Dissolved,Composite,2022-11-09T10:00:00Z,2022-11-07,2022-11-08,2022-11-07T17:38:00Z,2022-11-08T16:53:00Z,2022-11-07,2022-11-08,352891.200000001,24.786281661837695,Single Family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020134026025377446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882344081700364,NA,NA,NA,NA,0.03529376326801458,NA,0.1012623073629277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.91725903476786,0.010067013012688723,NA,NA,1.2909463745683187,NA,2.9608861802025657e-4,NA,NA,NA,NA,NA,NA,0.05803336913197028,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01894967155329642,0.0011843544720810263,NA,NA,NA,NA,0.0011843544720810263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34346279690349757,NA
